vehiculo_id,perfil_real,latitud,longitud,velocidad,aceleracion,giros_bruscos,hora_dia,es_anomalia_real
CAM-019,carretera,-1.4069957192733866,-81.22250079076166,83.75023855732664,0.10526540755347341,2.0,23.0,0
CAM-005,urbano,-1.3767556162634282,-80.24618429555848,10.23049710209525,0.41409782796151795,3.0,0.0,0
CAM-012,eficiente,-1.2634301208341645,-80.24875928687388,35.27235483239999,0.3609933051334011,1.0,8.046396912208177,0
CAM-026,carretera,0.3836716523691753,-81.31812754332051,82.23311625051122,0.5944385064622003,0.0,0.0,0
CAM-014,eficiente,-1.6445145343446674,-80.16123343684332,50.21691259580983,0.0,0.0,22.689304838106608,0
CAM-006,urbano,-1.9339439924371584,-81.92239102821074,23.155802998557995,0.835945041672142,4.0,11.105722095253723,0
CAM-020,eficiente,-1.5482077776098282,-80.54621441806302,35.23379684136444,0.3240403286126365,0.0,0.0,0
CAM-032,eficiente,-1.6136090855888694,-80.21343616410208,43.147340850696416,0.2087641277903191,2.0,8.612427829258005,0
CAM-025,carretera,-1.3436057832429507,-81.93656787735266,101.66802653739518,0.5987506982418458,1.0,0.0,0
CAM-019,carretera,-1.5022455434721846,-81.11167606709456,150.49197281927664,2.8347894395802755,16.0,23.0,1
CAM-010,eficiente,-1.1481459471640907,-82.68481324428458,8.499845354992084,0.42341741712510034,2.0,1.3213920476286498,1
CAM-024,carretera,-2.083565980963871,-81.37216137738167,90.46069309020965,0.560282433768295,0.0,4.228578654624202,0
CAM-001,urbano,1.9500415744892896,-80.99670948260378,4.980103938344334,0.7541726202928078,5.0,1.2115797714471483,1
CAM-027,eficiente,-1.1614372690965575,-79.40365181401994,53.52805900556775,0.4112091137252982,1.0,11.98343508523763,0
CAM-012,eficiente,-1.1989046953773708,-80.12749308061068,43.899945012989484,0.49380905014897836,3.0,0.0,0
CAM-024,carretera,-1.9989932804022377,-81.36715163284987,73.18630589379073,0.4768815442599103,2.0,5.059131034030379,0
CAM-031,carretera,0.37666605732579345,-80.8073492358613,95.73059272026435,0.6273219498531416,0.0,3.3942750143216696,0
CAM-010,eficiente,-2.13403937421745,-81.41492579347685,51.80215455902823,0.27017253847235234,1.0,23.0,0
CAM-006,urbano,-1.8279805726240923,-81.93073171383759,36.7134179100195,0.7993717546931616,1.0,12.490182471842182,0
CAM-034,urbano,0.17888221115203543,-82.05685205189637,23.75421982826126,0.6601318897771934,0.0,23.0,0
CAM-007,carretera,-1.1248359838080462,-81.1148057348931,88.12831426023706,0.2837448715864414,0.0,0.0,0
CAM-021,urbano,-1.1460905729054993,-80.65396011185403,30.945057438865607,0.5704367469848458,7.0,23.0,0
CAM-018,eficiente,-0.6857864915914714,-81.39962297050947,46.854910003184905,0.29567254197985976,2.0,23.0,0
CAM-031,carretera,-0.8024294873638553,-81.85572831479205,2.7745699488794395,0.6274521198698796,3.0,2.597601869509974,1
CAM-023,eficiente,-2.0531227330604356,-82.03149245802973,32.67439437509319,0.5781650150042741,2.0,17.986346388957138,0
CAM-020,eficiente,-1.4624979781490401,-80.6385445585834,145.15359154234733,3.0128953263976332,19.0,8.231462467017128,1
CAM-022,eficiente,-1.7781435707921311,-80.77633130641753,43.51978493465305,0.22752400576126308,0.0,0.0,0
CAM-033,carretera,-0.3492742205824505,-81.73090170495155,97.40408310510875,0.23167741577703782,0.0,14.675868100380185,0
CAM-039,eficiente,-1.3289746307589736,-79.9555627164095,33.610517933000324,0.3133610654571092,1.0,3.1997051702401302,0
CAM-035,carretera,0.4323775004181727,-80.2282946881248,93.83521012369728,0.29629977082558356,3.0,1.1636417494203979,0
CAM-036,eficiente,-1.3335012683972005,-81.01224016834966,39.49548127310788,0.5073206992270011,1.0,23.0,0
CAM-039,eficiente,-1.2422344933621887,-79.96044271750264,56.17520548774607,0.4680194109496566,,11.890198947742084,0
CAM-027,eficiente,-1.1433576144763216,-79.33727936371311,34.43418564422766,0.3742178152995147,0.0,0.0,0
CAM-011,urbano,-0.4726674533987979,-79.72991980185095,14.313100766651093,0.7448273118628994,5.0,0.0,0
CAM-006,urbano,-1.8897576466337291,-81.88279362844958,27.98794615521378,0.5204591772186165,3.0,23.0,0
CAM-011,urbano,-0.3728515739385764,-79.69068687794771,30.86263265457396,0.34515357618464093,3.0,23.0,0
CAM-002,urbano,-0.18405049411698565,-80.35504243880754,22.035085343311152,0.7543397421296689,3.0,0.0,0
CAM-019,carretera,-1.5664314290178452,-81.20093340058513,76.53760519181844,0.6273120723022314,0.0,23.0,0
CAM-005,urbano,-1.3774239430492234,-80.33731598459227,33.58382438212809,1.072774498923872,6.0,21.291357607937428,0
CAM-019,carretera,-1.5412720569386682,-81.07738795882497,78.79856717646503,0.40697180038071823,1.0,19.69684388211182,0
CAM-007,carretera,-1.098818821088544,-81.09358467210131,86.06391800093678,0.565439159911399,0.0,23.0,0
CAM-002,urbano,-0.19888665270575479,-80.38484872504966,24.601867922807322,0.6749955876679418,3.0,0.0,0
CAM-023,eficiente,-2.073089747275197,-81.9665376126271,31.30536225343942,0.5647238825687604,3.0,0.0,0
CAM-013,carretera,-1.8178799112228683,-80.41808571994049,90.04585383597662,0.35182614419414465,0.0,0.0,0
CAM-027,eficiente,-1.263344008860099,-79.32144264472353,47.07096180342362,0.1573867517124066,1.0,7.695358535599137,0
CAM-038,carretera,-1.3433344037874322,-79.98094000856969,84.25781741814072,0.48855433121724184,0.0,16.173801603804165,0
CAM-011,urbano,-0.4348793975773725,-79.71682109202507,23.597643760767898,0.6798635203438261,3.0,12.655435682199087,0
CAM-037,urbano,-1.0074671149660608,-81.23419099177384,27.023013260125335,0.9569271213899545,6.0,14.443491028317148,0
CAM-016,carretera,0.49933991764276286,-80.7423509483105,73.18499025696856,0.4476469553515953,2.0,0.0,0
CAM-029,carretera,-1.9297493941998674,-81.54760565199206,97.60851185993214,0.2805081145558032,1.0,6.40027610003221,0
CAM-032,eficiente,-1.5089833503258143,-80.32245375027473,40.49215506906535,0.6129396151212122,3.0,23.0,0
CAM-013,carretera,-1.924120957016145,-80.38068327372712,83.67667378488096,0.2502539837063418,2.0,16.375860349034426,0
CAM-001,urbano,0.5123746728585398,-79.96145046133576,,0.39295153551612516,4.0,16.233423851048627,0
CAM-036,eficiente,-1.2550658378503543,-81.03082602345674,58.88800103619577,0.2466679993213941,0.0,10.51102869476277,0
CAM-016,carretera,0.5631917891838053,-80.70081727361769,75.33780773172253,0.11103175908106777,1.0,2.011125682238897,0
CAM-018,eficiente,-0.6748723231100728,-81.53701468023799,39.686284830330216,0.1656743219537092,0.0,2.644639246339861,0
CAM-009,urbano,-2.1653784735166783,-81.88547230645084,21.093809260387644,0.7266653652142476,3.0,0.0,0
CAM-002,urbano,-0.050021254266385415,-80.36265363068402,151.71159217024413,3.9179847281504347,17.0,0.8857990680697565,1
CAM-015,eficiente,-0.12150236132001914,-80.4620395272618,37.03625524910491,0.39894784481658746,0.0,2.6580171808520463,0
CAM-029,carretera,-2.0235139394290202,-81.57729297715738,88.41506767332042,0.5084605486203367,0.0,23.0,0
CAM-015,eficiente,-0.023724822262732703,-80.47678535780646,25.36710852161026,0.3691237298105798,0.0,7.867350411497888,0
CAM-005,urbano,-1.3373032654168573,-80.24270798956216,32.40849902249573,0.7311202855099016,3.0,0.0,0
CAM-017,urbano,-0.8298179405499478,-79.57338696368592,27.37787417998013,0.5070353289745797,1.0,6.577398545544606,0
CAM-025,carretera,-1.4405642107824979,-81.94907936028766,75.76599312978371,0.5816225888787998,4.0,15.820078919155069,0
CAM-034,urbano,0.168461563195763,-82.02380970871428,25.15362736772438,0.2965492278855789,9.0,0.0,0
CAM-023,eficiente,-2.0402890704746355,-81.9763424921019,64.87806564762086,0.607736148273033,1.0,0.0,0
CAM-021,urbano,-1.1477709220852743,-80.6045749772903,16.442690991900264,0.4436372273282353,2.0,9.941107716104922,0
CAM-001,urbano,0.36697379726199075,-80.00679555951062,22.261530891004806,0.2538253792468865,6.0,23.0,0
CAM-030,urbano,0.35266140207632246,-81.24830278184886,42.216586846896476,0.9571887696539181,5.0,0.0,0
CAM-001,urbano,0.4863750293075069,-79.98450551111662,20.26084860608905,0.42720184606403677,2.0,0.0,0
CAM-033,carretera,-0.28263176640278553,-81.70956553218376,72.22241079334667,0.11325366836214357,0.0,0.0,0
CAM-001,urbano,0.5009201755858664,-80.02797688645805,33.24799617996761,0.7862560238232397,3.0,13.300214902457023,0
CAM-020,eficiente,-1.4958611745690134,-80.59816613228482,42.17190004957454,0.29249019626542533,1.0,4.957378699112237,0
CAM-019,carretera,-1.55150820896106,-81.16721976896744,72.72456811844904,0.3053500966159048,0.0,23.0,0
CAM-033,carretera,-0.3283021209066412,-81.80630181786435,88.3602578954467,0.3164305167102388,1.0,0.0,0
CAM-009,urbano,-2.095107911320187,-81.86041350968311,33.3733986182475,0.7520426992660235,5.0,23.0,0
CAM-035,carretera,0.39690154028824065,-80.21394277186012,94.38158208062265,0.5681614552673517,1.0,0.0,0
CAM-002,urbano,-0.1055408922135277,-80.45301104395678,19.54412601601761,0.39967599802101683,4.0,3.5023953138247217,0
CAM-003,carretera,-1.934598083340895,-79.20057328601341,86.67476011280792,0.46838316581224115,0.0,23.0,0
CAM-024,carretera,-2.182589239499663,-81.43069761763655,72.59681035647057,0.3961421391729165,0.0,0.0,0
CAM-021,urbano,-1.1475319528122143,-80.73999661257474,23.996315686782633,0.3325515168162309,3.0,0.0,0
CAM-023,eficiente,-2.1126895802290155,-81.95615769540701,37.691868743912465,0.3367937613955403,1.0,0.0,0
CAM-014,eficiente,-1.7244884538943903,-80.08476150830433,50.17230050277387,0.49002708608506873,0.0,5.763193105076706,0
CAM-005,urbano,-1.2916163266492267,-80.23549901480895,22.143766393547125,0.7780766327039572,3.0,17.20328025770506,0
CAM-010,eficiente,-2.2504730285597367,-81.43745402104717,45.56926420870776,0.1984214643520058,1.0,15.233261122113461,0
CAM-013,carretera,-1.917923046484381,-80.38336336832985,69.27504777099543,0.3418052546638822,1.0,23.0,0
CAM-039,eficiente,-1.2677227617865117,-79.99024348173386,48.42119420109657,0.19240755404764964,1.0,18.903880600598235,0
CAM-007,carretera,-1.1570701910961654,-81.01615715468934,73.95383896610147,0.45165763260678027,1.0,4.512628023625709,0
CAM-008,urbano,-2.205565008988147,-79.29276986060007,26.048166096629586,0.5332442258322225,2.0,0.0,0
CAM-009,urbano,-2.1898143459743675,-81.89960056553846,14.407305361072906,0.5814034416820997,3.0,4.065939907993053,0
CAM-018,eficiente,-0.6916791123924053,-81.53476166754436,44.48882736523361,0.5172617505183585,2.0,19.27079081832626,0
CAM-015,eficiente,-0.07666898331065201,-80.45854664102568,32.45839013004396,0.21674749476838356,1.0,8.663459220291397,0
CAM-008,urbano,-2.2708094871656197,-79.43187679057283,35.36850449425117,0.3785686366395096,1.0,2.1519050082357465,0
CAM-002,urbano,-0.153724404835954,-80.28946980506284,19.923159717653146,0.7991504473362712,1.0,5.231441940849315,0
CAM-013,carretera,-1.9111415284248352,-80.4133710530603,81.60750056696283,0.38573325284488513,0.0,0.0,0
CAM-031,carretera,0.3636510407543062,-80.85248251504935,77.51171877567194,0.41941699638211666,1.0,1.1496710094795608,0
CAM-013,carretera,-1.9500759549019346,-80.3840059413609,105.05592419012113,0.5061572324299193,0.0,6.022198893745863,0
CAM-025,carretera,-1.4761172281895671,-81.95634864162884,66.44042128800015,0.43666719377461793,2.0,4.052379881730648,0
CAM-018,eficiente,-1.9977754243234906,-80.4231542005516,8.94005414731316,0.12638763146768495,1.0,1.419020684519031,1
CAM-021,urbano,-1.1260722634645417,-80.64080402641328,20.66821594794265,0.5795987439745476,7.0,0.0,0
CAM-010,eficiente,-2.1673081065768076,-81.42783346747935,45.47228092298161,0.10823701164642777,1.0,10.654012778769852,0
CAM-003,carretera,-1.9919979800723981,-79.31298290614485,77.71181119083984,0.43261493097695847,4.0,23.0,0
CAM-020,eficiente,-1.4735948618492534,-80.66252221047905,59.33832838659845,0.093405676609185,0.0,20.63966349609241,0
CAM-006,urbano,-1.8994361600551986,-82.02519567230152,22.700419844797157,0.6574657808806018,1.0,0.0,0
CAM-031,carretera,0.3268017776117729,-80.87059665671802,61.81862076500623,0.46799110631997637,1.0,0.0,0
CAM-028,urbano,-0.4529708271256719,-79.82471746087593,23.03754011049758,0.72455382504551,5.0,21.173709271634763,0
CAM-007,carretera,-1.007551667441066,-81.06385197880475,83.09571177465418,0.5655816014974386,0.0,15.503354929907633,0
CAM-019,carretera,-1.4775931410624021,-81.08871079277513,88.4764483670072,0.38743833469271477,1.0,23.0,0
CAM-013,carretera,-1.8631089022264036,-80.35600013858856,76.84030631746501,0.37644627573329387,2.0,0.0,0
CAM-033,carretera,-0.2595429861028971,-81.80196596280307,74.3770434853962,0.09881521393538995,1.0,2.135151150820723,0
CAM-030,urbano,0.30432548117654534,-81.17419483511239,32.26383806244107,0.7292090686857463,2.0,0.0,0
CAM-004,urbano,-1.8297922803540119,-81.05261237101931,24.5289455207782,0.47430302722079065,2.0,17.639635351031714,0
CAM-032,eficiente,-1.6520404360269465,-80.22044751603352,30.707331203288547,0.4237002937037144,2.0,12.446384879141311,0
CAM-034,urbano,0.1821263179043536,-82.09832812927759,0.0,1.0224178654505818,4.0,0.0,0
CAM-008,urbano,-2.222236616816219,-79.36532176071483,34.6243828176474,0.7550847466178748,6.0,0.0,0
CAM-010,eficiente,-2.245649336108763,-81.46818841245535,53.975435703037945,0.46953296577562215,0.0,0.0,0
CAM-026,carretera,0.32618313633716184,-81.28323393810037,85.62228323382604,0.5824009808367214,1.0,0.0,0
CAM-021,urbano,-1.1786899576048895,-80.65081084058001,21.60321467182286,0.6795275003552558,0.0,9.393699508895537,0
CAM-020,eficiente,-1.522077254573529,-80.55589033816781,54.714123576723594,0.10571120689993188,1.0,8.034935289312502,0
CAM-006,urbano,-1.8688767896427148,-81.92452874218803,34.899505077473115,0.508539668982642,2.0,3.5887649132661377,0
CAM-008,urbano,-2.203193788095399,-79.34794002123783,29.765152460557758,0.2945408619144381,5.0,0.0,0
CAM-032,eficiente,-1.6285249908546966,-80.37054370991517,39.811698190801145,0.17496473227461917,0.0,5.460298516995807,0
CAM-037,urbano,-1.1426323514209835,-81.24150564182632,24.43584357818065,0.2870291150089078,2.0,20.250289703723123,0
CAM-015,eficiente,-0.06759784049708913,-80.52565259936745,49.98883194768213,0.24867770233091416,0.0,12.450834173182512,0
CAM-033,carretera,-0.3170930023116892,-81.80558064351396,131.89446946573625,2.872141316747987,14.0,0.0,1
CAM-017,urbano,-0.8155507200221682,-79.64446495162994,26.41187346930362,0.6902452032272197,3.0,23.0,0
CAM-021,urbano,-1.11484810935822,-80.71737325565554,26.978171616870046,0.7773158985515299,9.0,23.0,0
CAM-021,urbano,-1.1330581501628714,-80.69178923960044,15.790186739942847,0.8209994403608829,5.0,1.9595016230427973,0
CAM-040,urbano,-0.1408861238442647,-79.85225966452538,141.27428437428657,2.922278638699626,11.0,0.0,1
CAM-022,eficiente,-1.7872746562484747,-80.74017896106281,39.52808211117509,0.11229657266410695,0.0,2.998131229218851,0
CAM-022,eficiente,-1.7863562359951792,-80.77689710571681,39.59628379734991,0.0,0.0,0.0,0
CAM-031,carretera,0.34973070047947163,-80.77549810609315,100.23215100633237,0.342762467702737,2.0,14.205181379615482,0
CAM-026,carretera,0.3453754650453799,-81.34237112812595,87.85373975492129,0.39400738035948124,1.0,0.0,0
CAM-033,carretera,-0.31001423742306483,-81.78417237677611,76.95631455328997,0.22771250271418922,1.0,1.052981457021736,0
CAM-012,eficiente,-1.213252388770664,-80.2889041665825,37.94817975974571,0.3988220962325847,1.0,23.0,0
CAM-020,eficiente,-1.5572061276690308,-80.59920647030626,53.011817639881826,0.4148103234020024,0.0,23.0,0
CAM-029,carretera,-1.8839912042165055,-81.66321807481657,84.64960151316106,0.7277540392966644,0.0,10.371377777474315,0
CAM-029,carretera,-2.0408275171634807,-81.56383060990446,82.32404022017802,0.49634173850065477,1.0,9.265112525843309,0
CAM-007,carretera,-1.1195457082976972,-81.09241939878768,77.09900433327864,0.5170105446086596,1.0,23.0,0
CAM-006,urbano,-1.9428536896434858,-81.99976472167174,28.705650336792985,0.32657243870795083,5.0,12.167076213336895,0
CAM-006,urbano,-1.958243909277167,-81.95056985150451,10.71306806452711,0.5280740655095075,4.0,12.817717427067873,0
CAM-009,urbano,-2.1166403601624264,-81.8951461754257,27.11667628823289,0.574773647935231,4.0,23.0,0
CAM-013,carretera,-1.856843433592081,-80.34758539266923,74.66680048492499,0.3786018702866194,0.0,23.0,0
CAM-014,eficiente,-1.7105017423110453,-80.19655298136372,26.00329719141119,0.28076047792742537,1.0,20.762196245302476,0
CAM-021,urbano,-1.1030102307268224,-80.68262987396444,10.245106702234509,0.44322988306905653,5.0,6.308511604782444,0
CAM-004,urbano,-1.8507391683291956,-81.21416514422324,30.275044689495612,0.5227046565496052,3.0,0.0,0
CAM-030,urbano,0.25013587473342636,-81.1966211084876,22.648038331171453,0.43693655266642795,3.0,21.00676961423912,0
CAM-025,carretera,-1.492117841046127,-81.89718362267078,87.48908219820963,0.264294054162178,0.0,23.0,0
CAM-029,carretera,-1.983821208477899,-81.5903246781484,75.15321306962703,0.5283602877964286,1.0,20.70674906505014,0
CAM-010,eficiente,-2.1176701279466577,-81.38463340556027,40.752777838612786,0.37499500383897744,0.0,0.0,0
CAM-033,carretera,-0.2960229761873008,-81.75719643321051,74.3277873387561,0.43927529808573057,1.0,6.769710566818541,0
CAM-021,urbano,-1.0757807672152835,-80.69565889137053,40.982609000217046,0.8358061505183895,3.0,13.60802394915367,0
CAM-036,eficiente,-0.0821858724608735,-81.97577756739163,9.455301006098523,0.17155678145095793,3.0,3.9817879903799387,1
CAM-019,carretera,-1.5212389848637557,-81.10083632177198,75.47091918643605,0.8736656924566447,0.0,23.0,0
CAM-026,carretera,0.31202432428810756,-81.31957401852904,66.42815133817297,0.38112709726775007,0.0,0.0,0
CAM-037,urbano,-1.0303541749487395,-81.25833492530101,34.23893237664615,0.6256350381341358,3.0,9.756054420409116,0
CAM-026,carretera,0.36441012156105634,-81.33331809560737,91.92488315441548,0.3620369738478834,1.0,0.0,0
CAM-021,urbano,-1.163801516153583,-80.66586533297179,40.62447756431917,0.4010287295064917,1.0,0.0,0
CAM-028,urbano,-0.33753045222353883,-79.6800251892117,23.366076082678624,0.7439553038955398,6.0,5.601951463645307,0
CAM-025,carretera,-1.3928662334096347,-81.80330942803711,78.69954756057392,0.39488391985156834,1.0,11.6723441101002,0
CAM-018,eficiente,-0.6936287774478889,-81.45333472452232,41.11431779508797,0.1314182392311609,1.0,14.670693906418247,0
CAM-032,eficiente,-3.0608938692275123,-79.00168398961083,9.70641246749888,0.10734420367362019,0.0,1.0328118378742772,1
CAM-038,carretera,-1.3913606373160077,-80.06630264559277,85.40265959867298,0.33435729635701905,1.0,23.0,0
CAM-008,urbano,-2.289339863659245,-79.33674345764368,28.036402436897838,0.823249278103625,5.0,23.0,0
CAM-010,eficiente,-2.154040472631681,-81.39975768030322,50.873916998060125,0.5121280932496635,0.0,18.792358132796778,0
CAM-014,eficiente,-1.6748552634658833,-80.09764426103203,54.7845780566655,0.17842070552675604,1.0,21.85463305474179,0
CAM-022,eficiente,-1.8617696780424002,-80.75374409858115,34.873144366315074,0.036006167677612444,0.0,18.663132582661916,0
CAM-039,eficiente,-1.2730577964100023,-80.06167160268888,41.36215470390129,0.184482133915237,1.0,0.0,0
CAM-008,urbano,-2.2643957688763185,-79.3985212338105,19.925713218484773,0.5528060025578057,6.0,19.906971365040555,0
CAM-030,urbano,0.35867127882874855,-81.17662281035965,23.128736116440844,0.9710237146070693,7.0,14.051620566904163,0
CAM-010,eficiente,-2.146986112568057,-81.4060073442747,51.719446078144976,0.3576303108008845,0.0,12.917652104617638,0
CAM-038,carretera,-1.3985314049080957,-80.01684172589155,99.98430574916621,0.714293276667777,1.0,6.145103472720016,0
CAM-036,eficiente,-2.212526441067739,-79.63321077066881,7.783622637945344,0.22772035267729152,1.0,3.4031975132784553,1
CAM-030,urbano,0.3086860139152664,-81.22950068429894,16.878819709004514,0.5580824467594168,10.0,9.24820919128943,0
CAM-007,carretera,-1.0558652355206315,-81.05803713498042,80.8721662919521,0.338276028315673,0.0,0.0,0
CAM-032,eficiente,-1.5692778063616102,-80.22083657403093,24.81537571527984,0.4298551768251919,1.0,0.0,0
CAM-024,carretera,-2.1271825627340495,-81.35051819620351,94.37870471841545,0.35716875620391647,0.0,0.0,0
CAM-040,urbano,-0.18302899753283222,-79.79326857575695,32.586714234633504,0.443688028155083,5.0,0.0,0
CAM-036,eficiente,-1.2752316576879281,-81.03029206589447,33.03660100789788,0.0,0.0,18.342922274422435,0
CAM-039,eficiente,-1.312657735011072,-80.09141079409876,57.600693961701765,0.10379463339587927,0.0,0.0,0
CAM-028,urbano,-0.44670481761157455,-79.63655081402055,24.291151149211125,0.6006395981230577,3.0,0.0,0
CAM-010,eficiente,-2.1163928415090805,-81.33042352688324,46.580892253231845,0.25836836155266724,3.0,23.0,0
CAM-015,eficiente,-0.09530391886020743,-80.44763305423032,58.393265894799995,0.19701918702693466,0.0,23.0,0
CAM-020,eficiente,-1.5775674839508456,-80.5879327447579,43.58184702330839,0.0,1.0,23.0,0
CAM-022,eficiente,-1.8678257888940015,-80.67751492955342,53.021567911628125,0.12478695718382274,,23.0,0
CAM-029,carretera,-2.0544666386005574,-81.60674220266554,60.04118624912613,0.7207423474688133,0.0,0.0,0
CAM-009,urbano,-2.0943212437449166,-81.8533621665992,21.830831280501428,0.44649767064651286,5.0,5.388377148305496,0
CAM-026,carretera,0.2661359108706926,-81.18028129957172,74.08252098104637,0.4036160752431842,2.0,0.2501803975093999,0
CAM-033,carretera,-0.22242486884281193,-81.84270274109582,86.08163113462969,0.08002233585577845,0.0,23.0,0
CAM-016,carretera,0.5837049525726635,-80.73556628393149,84.7645600385888,0.5397498950302142,0.0,13.907473623713317,0
CAM-019,carretera,-1.5477060572701882,-81.00790407723294,95.2730904396246,0.1631439833323107,0.0,0.0,0
CAM-032,eficiente,-1.582127526880062,-80.2170421762993,51.00509797227187,0.7032021435736588,0.0,18.58904921216693,0
CAM-033,carretera,0.5644939898187132,-82.9605881188856,0.2635244502082801,0.26032179513196874,0.0,2.8126275569289017,1
CAM-021,urbano,-1.119802017021542,-80.6372740922347,31.466876397325667,0.5760682195053699,1.0,23.0,0
CAM-029,carretera,-1.9792251815082245,-81.53434895371983,80.59993312544368,0.2721431137211812,2.0,22.993680498567592,0
CAM-011,urbano,-0.46697153511033407,-79.67832206675932,32.788977995422776,0.4992860762184565,4.0,5.590175765921072,0
CAM-015,eficiente,0.0034904294156681837,-80.5679873325813,41.99174043967702,0.05590324080790268,2.0,23.0,0
CAM-023,eficiente,-2.093322960414502,-81.99307994245113,44.214116070856434,0.4797552854060189,0.0,9.215046332636401,0
CAM-012,eficiente,-1.2516240330730355,-80.3629521443188,50.67488721129979,0.1449397699937897,0.0,2.2805799232503734,0
CAM-017,urbano,-0.8397745180975944,-79.53460777015908,18.575113328373483,0.4536285383168228,6.0,0.0,0
CAM-013,carretera,-1.920548716910188,-80.3859874148892,69.67091837957817,0.4801311793562012,0.0,0.0,0
CAM-027,eficiente,-1.203132406779765,-79.35384552410058,61.68478164334009,0.34586299635510903,1.0,13.122201917962316,0
CAM-027,eficiente,-1.1311555026105253,-79.42042603665602,39.46474631646444,0.3718235865011719,0.0,0.0,0
CAM-011,urbano,-0.3571833748894627,-79.70788826478602,26.03569548100159,0.2028673288392881,2.0,3.116978472307972,0
CAM-030,urbano,0.2514381777014629,-81.1693924387277,12.465587991444128,0.6302900140554292,2.0,0.0,0
CAM-013,carretera,-1.8089255040925536,-80.35450014302765,71.27480551788842,0.3847546228406421,2.0,5.538988878290676,0
